5.16,3.41,1.64,0.26
5.48,4.05,1.53,0.37
5.1,2.8,1.47,0.38
4.64,3.44,1.53,0.17
4.85,2.87,1.23,0.26
4.91,3.19,1.86,0.35
4.47,3.91,1.42,0.41
5.05,4.13,1.59,0.22
5.2,3.22,1.44,0.21
4.68,2.95,1.59,0.15
4.85,3.68,1.53,0.36
4.68,4.09,1.12,0.24
5.35,3.5,1.66,0.2
5.23,3.78,1.38,0.33
5.4,4.1,1.34,0.29
4.48,3.31,1.4,0.27
5.22,3.32,1.81,0.35
5.01,4.27,1.55,0.28
4.34,3.96,1.62,0.49
4.95,2.92,1.65,0.28
5.77,3.45,1.45,0.33
5.18,2.96,1.26,0.22
5.34,3.15,1.33,0.2
4.75,2.8,1.15,0.31
5.15,3.58,1.63,0.29
5.16,3.14,1.36,0.27
5.57,3.4,1.43,0.32
4.58,3.68,1.6,0.3
5.16,3.02,1.64,0.43
5.32,3.12,1.59,0.15
5.35,3.16,1.66,0.24
4.91,3.52,1.61,0.48
4.35,2.75,1.39,0.22
4.63,4.47,1.18,0.47
5.46,3.15,1.29,0.3
4.39,3.83,1.56,0.43
4.48,2.4,1.54,0.27
4.96,3.61,1.64,0.34
5.37,3.01,1.2,0.31
4.52,3.95,1.91,0.42
5.74,2.73,1.54,0.32
5.53,4.56,1.77,0.36
4.9,2.56,1.51,0.23
5.01,4.05,1.35,0.34
4.87,3.85,1.5,0.37
4.57,3.12,1.56,0.24
5.09,3.47,1.69,0.35
5.14,4.06,1.44,0.21
5.33,3.63,1.63,0.26
5.31,2.94,1.44,0.29
5.63,3.26,1.7,0.27
5.04,3.92,1.4,0.21
5.09,3.27,1.51,0.59
5.11,3.14,1.77,0.26
5.0,2.9,1.41,0.24
5.49,3.03,1.97,0.18
4.99,3.43,1.39,0.55
4.66,2.97,1.42,0.33
5.67,4.02,1.58,0.29
4.62,3.15,1.07,0.25
5.01,3.97,1.24,0.33
5.04,3.48,1.33,0.27
4.8,3.89,1.99,0.32
4.39,2.83,1.92,0.29
5.06,3.81,1.81,0.22
4.08,3.03,1.29,0.29
5.45,2.47,1.48,0.17
5.43,2.38,1.33,0.2
4.55,4.0,1.83,0.37
4.95,2.82,1.6,0.28
5.45,2.84,1.45,0.34
4.8,3.58,1.8,0.1
5.14,2.69,1.54,0.24
5.26,3.16,1.31,0.37
5.55,4.1,1.86,0.34
5.49,3.59,1.37,0.26
5.27,3.57,1.45,0.28
4.84,3.79,1.58,0.29
5.68,3.66,1.62,0.36
4.97,3.63,1.56,0.27
5.01,3.72,1.63,0.35
5.7,3.94,1.36,0.24
5.19,2.55,1.64,0.29
5.6,3.32,1.67,0.25
5.32,3.14,1.39,0.21
4.94,3.19,1.4,0.26
4.43,3.23,1.54,0.39
5.0,3.96,1.22,0.33
5.22,3.05,1.8,0.27
5.3,2.59,1.58,0.16
5.11,2.96,1.66,0.37
4.99,3.45,1.61,0.27
5.26,3.47,1.62,0.26
5.69,3.43,1.67,0.49
5.71,3.43,1.58,0.37
4.16,3.13,1.36,0.24
5.05,3.49,1.37,0.25
4.88,3.61,1.81,0.25
5.72,3.68,1.19,0.5
5.27,3.32,1.32,0.36
4.91,2.8,1.29,0.14
4.86,3.63,1.45,0.35
5.55,3.01,1.7,0.31
5.05,3.14,1.07,0.47
5.73,3.52,1.98,0.32
4.74,4.15,1.7,0.41
4.59,3.15,1.6,0.38
4.82,2.91,1.85,0.19
5.84,3.44,1.59,0.39
4.66,3.72,1.92,0.27
4.18,2.86,1.5,0.33
5.08,3.38,1.3,0.47
4.93,3.76,1.42,0.34
4.72,2.64,1.34,0.25
4.78,3.31,1.46,0.28
4.93,3.81,1.94,0.35
5.42,3.16,1.55,0.27
4.82,2.15,1.36,0.29
5.88,3.26,1.39,0.44
6.36,3.16,1.7,0.26
4.39,3.53,1.48,0.28
4.67,3.24,1.4,0.12
4.84,4.07,1.9,0.4
5.46,3.91,1.49,0.25
4.88,2.49,1.4,0.2
4.45,4.1,1.57,0.55
5.07,2.73,1.51,0.2
5.46,3.81,1.61,0.27
4.73,4.04,1.41,0.26
5.28,4.12,1.53,0.27
4.65,3.95,1.13,0.34
4.7,3.54,1.55,0.25
5.18,3.11,1.56,0.33
4.97,3.33,1.54,0.21
5.29,2.68,1.49,0.26
5.06,3.26,1.77,0.17
5.41,3.3,1.0,0.18
5.3,2.98,1.62,0.18
5.42,2.81,1.72,0.3
5.45,3.49,1.45,0.31
5.17,3.61,1.49,0.48
4.21,3.38,1.73,0.26
5.27,4.14,1.24,0.29
5.48,2.54,1.66,0.22
4.68,3.17,1.61,0.24
5.11,4.76,1.46,0.2
5.12,3.04,1.56,0.3
4.96,3.21,1.53,0.27
5.2,3.6,1.5,0.33
5.11,3.54,1.5,0.19
5.18,4.22,1.64,0.16
4.64,2.54,1.46,0.39
5.09,2.8,1.19,0.31
6.15,2.85,1.55,0.13
5.43,3.83,1.59,0.38
5.54,3.91,1.21,0.32
4.55,2.83,1.73,0.2
4.25,3.37,1.39,0.26
4.56,2.47,1.48,0.29
4.48,2.95,1.54,0.4
4.84,2.79,1.34,0.45
4.21,3.6,1.46,0.25
5.58,3.41,1.48,0.35
5.77,3.38,1.46,0.2
4.96,3.68,1.53,0.29
4.95,2.75,1.54,0.29
5.16,3.93,1.5,0.28
5.35,2.62,1.04,0.44
4.43,3.35,1.5,0.27
5.61,3.28,1.34,0.44
4.73,2.98,1.51,0.18
5.15,3.19,1.3,0.35
5.14,3.24,1.73,0.3
5.48,3.63,1.43,0.38
5.25,3.3,1.54,0.25
4.61,2.82,1.33,0.42
4.49,4.5,1.2,0.35
4.99,3.35,1.17,0.38
4.92,3.18,1.37,0.32
5.17,3.05,1.57,0.29
4.74,3.75,1.89,0.22
4.86,3.89,1.53,0.27
5.33,3.37,1.52,0.24
5.25,3.15,1.54,0.09
5.47,4.1,1.5,0.38
4.65,3.33,1.12,0.16
4.95,3.12,1.6,0.22
4.88,2.43,1.47,0.11
4.79,3.67,1.33,0.26
4.63,3.14,1.63,0.32
6.28,3.79,1.62,0.41
4.9,4.05,1.61,0.3
5.51,3.18,1.36,0.42
5.1,2.76,1.67,0.34
4.86,3.01,1.38,0.28
5.04,3.53,1.49,0.24
5.55,3.93,1.74,0.43
5.35,3.82,1.69,0.16
4.58,3.75,1.53,0.23
5.24,2.85,1.57,0.28
4.95,3.27,1.69,0.23
4.96,3.45,1.49,0.26
4.9,3.68,1.8,0.33
5.25,3.17,1.7,0.34
5.26,3.82,1.6,0.33
5.67,3.62,1.38,0.45
5.45,2.77,1.45,0.32
4.39,3.06,1.44,0.26
4.85,3.58,1.26,0.24
5.19,3.5,1.8,0.23
4.81,3.93,1.58,0.29
5.39,3.81,1.71,0.32
4.7,3.31,1.44,0.22
5.68,3.45,1.29,0.36
4.68,3.04,1.31,0.3
5.46,4.54,1.61,0.15
5.35,3.48,1.34,0.26
5.19,3.43,1.67,0.42
4.88,4.07,1.13,0.28
5.2,4.15,1.51,0.36
4.71,3.9,2.04,0.23
5.13,2.76,1.67,0.35
5.26,3.54,1.59,0.45
5.35,3.18,1.65,0.32
5.68,3.13,1.49,0.27
4.92,3.37,1.37,0.24
4.76,4.05,1.64,0.3
5.17,3.71,1.81,0.52
4.78,3.82,1.41,0.49
4.73,2.9,1.58,0.28
5.3,3.17,1.92,0.2
4.7,3.69,1.69,0.19
4.69,4.52,1.72,0.24
5.4,3.2,1.24,0.18
5.4,3.27,1.53,0.37
5.14,3.67,0.96,0.44
4.37,3.1,1.63,0.22
4.82,3.98,1.48,0.33
4.86,4.1,1.25,0.44
5.47,3.92,1.57,0.39
5.03,4.08,1.57,0.5
4.57,4.29,1.35,0.4
4.96,2.72,1.39,0.2
5.03,2.3,1.66,0.16
4.76,4.05,1.55,0.14
4.89,2.73,1.68,0.22
5.44,3.18,1.46,0.23
4.99,2.69,1.48,0.33
4.54,3.63,1.35,0.25
5.02,3.13,1.91,0.35
5.3,3.19,1.97,0.34
5.24,3.61,1.65,0.39
5.41,3.9,1.65,0.32
5.49,3.81,1.62,0.27
5.11,3.61,1.59,0.23
4.86,4.59,1.46,0.33
5.27,3.79,1.89,0.37
5.12,2.69,1.57,0.19
4.73,4.07,1.46,0.41
5.37,4.09,1.29,0.19
5.62,2.87,1.84,0.24
5.13,3.1,1.47,0.44
4.72,3.04,1.78,0.35
4.76,3.17,1.62,0.37
5.08,2.7,1.49,0.3
5.7,2.78,1.73,0.08
4.82,4.34,1.64,0.18
4.94,4.05,1.38,0.4
5.27,3.19,1.33,0.13
5.39,3.72,1.19,0.24
5.12,4.15,1.48,0.28
5.21,3.73,1.61,0.3
5.2,3.72,1.4,0.37
5.16,2.85,1.62,0.27
5.22,3.47,1.36,0.08
5.66,2.79,1.72,0.05
5.08,3.29,1.55,0.17
4.89,3.02,1.26,0.43
4.98,3.03,1.57,0.33
4.98,4.17,1.89,0.38
5.47,3.24,1.76,0.45
5.02,3.18,1.81,0.21
5.39,3.07,1.68,0.27
4.8,4.11,1.72,0.35
5.12,4.08,1.67,0.21
4.86,2.8,1.38,0.38
4.88,3.27,1.49,0.35
4.91,2.55,1.79,0.29
5.46,3.68,1.23,0.21
5.29,2.81,1.46,0.44
4.41,2.82,1.22,0.46
5.8,3.97,1.62,0.56
5.13,3.98,1.44,0.43
4.64,3.6,1.52,0.26
4.91,3.33,1.12,0.35
5.58,2.35,1.52,0.32
4.56,3.32,1.41,0.44
4.93,2.82,1.46,0.29
4.33,3.82,1.36,0.42
4.95,3.31,1.45,0.32
4.95,3.76,1.43,0.27
4.66,3.5,1.42,0.35
4.85,2.69,1.41,0.4
5.17,3.33,1.5,0.36
4.58,4.5,1.36,0.29
5.15,3.55,1.22,0.28
4.94,3.66,1.64,0.4
4.76,2.93,1.72,0.49
4.94,4.0,1.53,0.51
5.11,3.47,1.79,0.22
5.06,2.67,1.48,0.27
4.92,3.48,1.48,0.19
4.98,3.67,1.55,0.18
5.34,2.92,1.11,0.33
4.7,3.94,1.75,0.38
5.45,3.3,1.67,0.32
4.86,3.54,1.57,0.16
5.67,3.19,1.49,0.39
5.25,3.71,1.25,0.3
4.98,3.63,1.84,0.38
5.16,3.78,1.38,0.29
4.26,3.97,1.25,0.18
5.35,4.35,1.32,0.12
4.9,3.34,1.45,0.36
5.39,3.0,1.71,0.26
4.9,3.46,1.48,0.4
5.3,3.77,1.73,0.24
5.2,3.71,1.66,0.36
4.93,2.6,1.76,0.19
4.68,2.95,1.23,0.2
5.16,3.97,1.46,0.39
4.87,3.29,1.61,0.16
5.44,4.28,1.26,0.37
5.32,3.69,1.56,0.5
5.1,3.73,1.49,0.29
5.04,4.16,1.56,0.36
4.33,3.77,1.87,0.2
4.52,2.33,1.18,0.28
4.73,2.75,1.48,0.46
4.34,3.78,1.32,0.32
4.95,3.25,1.54,0.32
4.87,3.3,1.66,0.27
5.21,3.41,1.54,0.2
5.78,2.89,1.31,0.17
4.71,3.54,1.45,0.31
5.98,2.77,1.78,0.22
5.31,4.45,1.62,0.4
5.01,3.02,1.34,0.22
5.1,3.0,2.03,0.28
5.3,2.7,1.29,0.13
5.27,4.08,1.13,0.5
4.45,4.45,1.68,0.34
5.32,3.98,1.46,0.31
4.71,4.2,1.53,0.58
5.46,3.58,1.47,0.33
4.71,3.09,1.42,0.34
5.64,2.54,1.29,0.13
5.36,3.77,1.63,0.32
5.13,3.04,1.66,0.15
5.03,3.15,1.52,0.32
5.38,2.99,1.69,0.5
5.14,3.22,1.75,0.22
5.03,4.57,1.85,0.35
5.5,2.25,1.5,0.34
5.34,3.93,1.59,0.3
4.9,3.09,1.45,0.21
5.55,3.61,1.35,0.39
5.28,2.69,1.21,0.31
4.88,3.9,1.46,0.32
4.53,2.65,1.44,0.24
5.55,3.31,1.67,0.32
4.39,2.38,1.43,0.31
4.7,3.82,1.26,0.27
5.74,4.65,1.41,0.35
5.23,3.75,1.93,0.34
4.92,2.9,1.5,0.23
5.14,4.13,1.52,0.31
4.49,2.78,1.55,0.37
5.21,3.52,1.55,0.15
4.86,4.7,1.88,0.37
5.27,2.57,1.75,0.4
5.57,3.9,1.4,0.45
4.98,2.72,1.46,0.16
5.04,3.07,1.57,0.37
4.42,2.22,1.41,0.24
5.81,3.57,1.61,0.49
4.54,3.54,1.36,0.34
5.2,2.72,1.78,0.36
4.93,3.67,1.32,0.37
5.43,3.69,1.61,0.22
4.15,4.24,1.6,0.36
4.94,3.59,1.58,0.25
5.15,2.51,1.33,0.2
5.08,3.8,1.4,0.28
4.7,3.42,1.37,0.46
4.6,3.71,1.59,0.49
4.96,3.66,1.66,0.35
4.81,2.62,1.46,0.36
4.04,2.55,1.5,0.31
5.29,3.02,1.59,0.39
5.59,2.28,4.15,1.43
5.94,2.89,3.89,0.91
5.7,2.5,4.31,1.38
6.21,3.23,4.79,1.07
6.09,3.44,4.59,1.19
6.33,2.26,4.41,0.97
5.68,3.49,5.2,1.71
6.57,2.76,4.53,1.61
5.72,2.23,3.95,1.27
6.95,2.06,3.76,1.16
5.78,2.84,4.13,1.54
6.14,3.19,4.02,1.38
6.16,2.85,4.73,1.85
6.51,2.32,4.58,1.06
5.4,2.73,4.25,1.34
5.1,2.83,5.09,1.39
5.74,2.66,5.1,1.27
6.18,2.96,4.96,1.57
7.24,2.94,4.36,1.18
6.39,2.98,4.78,1.84
5.82,3.19,4.96,1.42
6.05,2.86,3.86,1.5
6.21,2.9,4.31,1.4
6.35,2.86,5.03,0.85
6.59,2.43,3.98,0.98
6.2,2.7,4.45,1.2
6.23,3.38,4.45,1.27
6.42,2.98,4.21,1.26
5.6,2.71,3.06,1.41
6.29,2.94,4.4,1.4
6.63,3.08,4.9,1.24
5.55,3.06,3.65,1.47
5.72,2.99,4.38,1.88
6.25,2.32,4.09,1.22
6.37,3.79,3.91,1.4
6.27,2.68,4.55,1.11
6.37,2.45,3.68,1.16
4.52,2.48,4.39,1.29
6.13,3.21,3.75,0.84
7.21,2.81,4.75,1.41
6.34,2.61,5.35,1.57
7.52,2.31,4.35,0.98
5.91,2.94,4.02,1.18
5.86,2.38,4.27,1.34
6.08,2.89,4.13,1.41
5.13,3.06,3.59,1.31
6.2,2.6,4.56,1.02
4.91,3.14,4.31,1.64
6.38,2.57,4.35,1.39
6.37,3.14,4.06,1.26
5.5,1.97,4.96,1.01
6.1,3.36,3.37,1.12
5.61,3.1,3.48,1.67
6.18,2.84,5.6,1.81
6.12,2.41,3.37,1.13
6.08,2.83,4.25,1.39
5.33,3.53,4.24,1.5
6.23,3.24,4.19,1.46
5.63,2.57,4.66,1.19
5.9,2.98,3.78,1.5
5.99,2.87,4.58,0.92
6.52,2.83,4.33,1.3
5.52,3.52,4.54,1.46
6.87,2.17,4.09,1.28
6.0,3.04,4.81,1.3
6.78,2.28,4.37,1.45
6.33,3.23,4.99,1.06
5.39,2.8,3.6,1.19
6.95,2.71,4.24,1.18
5.0,2.79,3.93,1.31
5.65,2.15,5.24,1.47
5.53,3.27,4.47,1.6
6.19,2.81,4.1,1.41
6.25,2.33,4.29,1.09
6.22,3.08,4.39,1.97
6.41,2.87,4.46,1.24
5.44,2.12,4.53,1.26
7.17,3.97,3.94,1.48
5.0,2.29,4.57,1.21
5.8,2.83,3.85,1.23
5.73,2.99,3.63,1.51
4.94,2.69,5.52,1.15
5.59,2.54,5.09,1.44
7.2,1.96,4.03,1.05
7.0,3.06,4.86,1.6
6.39,2.64,4.28,1.04
6.05,3.13,4.45,1.44
4.95,3.19,4.79,1.31
5.97,2.76,4.1,1.09
6.41,3.12,3.27,2.06
6.08,3.21,4.23,1.42
6.13,2.72,4.86,1.32
6.6,1.9,4.55,1.64
5.85,2.62,4.33,1.32
5.85,2.44,5.1,1.23
5.55,3.33,3.94,1.17
